NDB_No,Shrt_Desc,Main food description,Food code,FoodCategory
03186,"BABYFOOD,CRL,MXD,W/BANANAS,DRY","Mixed cereal with bananas, baby food, dry, instant",57806000,Grain Products
03189,"BABYFOOD,CRL,OATMEAL,DRY","Oatmeal cereal, baby food, dry, instant",57804000,Grain Products
03190,"BABYFOOD,CRL,OATMEAL,W/BANANAS,DRY","Oatmeal cereal with bananas, baby food, dry, instant",57806100,Grain Products
03194,"BABYFOOD,CEREAL,RICE,DRY","Rice cereal, baby food, dry, instant",57805000,Grain Products
03195,"BABYFOOD,CRL,RICE,W/APPLSAUC&BANANAS,STR","Rice cereal, baby food, jarred, NFS",57820100,Grain Products
03195,"BABYFOOD,CRL,RICE,W/APPLSAUC&BANANAS,STR","Rice cereal with applesauce and bananas, baby food, jarred",57824000,Grain Products
03195,"BABYFOOD,CRL,RICE,W/APPLSAUC&BANANAS,STR","Rice cereal with mixed fruit, baby food, jarred",57824500,Grain Products
03205,"BABYFOOD,OATMEAL CRL W/FRUIT,DRY,INST,TODD","Oatmeal cereal with fruit, baby food, dry, instant, toddler",57806200,Grain Products
03206,"BABYFOOD,COOKIE,BABY,FRUIT","Cookie, fruit, baby food",53803050,Grain Products
03209,"BABYFOOD,CRACKERS,VEG","Crackers, baby food",54350000,Grain Products
03212,"BABYFOOD,CRL,RICE,W/BANANAS,DRY","Rice cereal with bananas, baby food, dry, instant",57805100,Grain Products
03213,"BABYFOOD,COOKIES","Cookie, baby food",53803100,Grain Products
03215,"BABYFOOD,PRETZELS","Pretzel, baby food",54408100,Grain Products
03216,"BABYFOOD,TEETHING BISCUITS","Cookie, teething, baby",53803250,Grain Products
03217,ZWIEBACK,Anisette toast,51187020,Grain Products
03217,ZWIEBACK,Zwieback toast,51188500,Grain Products
03220,"BABYFOOD,DSSRT,DUTCH APPL,STR","Dutch apple dessert, baby food, strained",67412010,Fruits
03221,"BABYFOOD,DSSRT,DUTCH APPL,JR","Dutch apple dessert, baby food, junior",67412020,Fruits
03222,"BABYFOOD,CHERRY COBBLER,JR","Cherry cobbler, baby food, junior",67404550,Fruits
03227,"BABYFOOD,DSSRT,PEACH COBBLER,STR","Peach cobbler, baby food, strained",67405010,Fruits
03228,"BABYFOOD,DSSRT,PEACH COBBLER,JR","Peach cobbler, baby food, junior",67405020,Fruits
03233,"BABYFOOD,DSSRT,FRUIT PUDD,PNAPPL,STR","Pineapple dessert, baby food, strained",67414010,Fruits
03235,"BABYFOOD,DSSRT,FRUIT DSSRT,WO/VIT C,STR","Fruit dessert, baby food, strained",67404010,Fruits
03236,"BABYFOOD,DSSRT,FRUIT DSSRT,WO/VIT C,JR","Fruit dessert, baby food, junior",67404020,Fruits
03245,"BABYFOOD,DSSRT,CUSTARD PUDD,VANILLA,STR","Custard pudding, baby food, flavor other than chocolate, strained",13311000,Milk and Milk Products
03246,"BABYFOOD,DSSRT,CUSTARD PUDD,VANILLA,JR","Custard pudding, baby food, flavor other than chocolate, junior",13312000,Milk and Milk Products
03265,"BABYFOOD,JUC,APPL&GRAPE","Apple-grape juice, baby food",67203500,Fruits
03267,"BABYFOOD,JUC,FRUIT PUNCH,W/CA","Mixed fruit juice, not citrus, with added calcium, baby food",67204100,Fruits
03269,"BABYFOOD,JUC,APPL,W/CA","Apple juice, with added calcium, baby food",67202010,Fruits
03274,"BABYFOOD,DINNER,VEG&CHICK,JR","Vegetable and chicken, baby food, junior",76605020,Vegetables
03279,"BABYFOOD,DINNER,MXD VEG,JR","Mixed vegetables, garden vegetables, baby food, strained",76407010,Vegetables
03280,"BABYFOOD,FRUIT,BANANAS W/TAPIOCA,JR","Bananas, baby food, junior",67308020,Fruits
03282,"BABYFOOD,VEG,MIX VEG JR","Mixed vegetables, garden vegetables, baby food, junior",76407020,Vegetables
03287,"BABYFOOD,DINNER,BF NOODLE,JR","Beef and egg noodles, baby food, junior",27610120,"Meat, Poultry, Fish, and Mixtures"
03289,"BABYFOOD,APPLS W/HAM,STR","Apples with ham, baby food, strained",67501100,Fruits
03290,"BABYFOOD,CARROTS&BF,STR","Carrots and beef, baby food, strained",76602000,Vegetables
03293,"BABYFOOD,PLUMS,BANANAS&RICE,STR","Plums, bananas, and rice, baby food strained",67304030,Fruits
03296,"BABYFOOD,DINNER,TURKEY,RICE,AND VEG,TODD","Turkey, rice, and vegetables, baby food, toddler",27642130,"Meat, Poultry, Fish, and Mixtures"
03297,"BABYFOOD,DINNER,APPLS&CHICK,STR","Apples and chicken, baby food, strained",67501000,Fruits
03298,"BABYFOOD,DINNER,BROCCOLI & CHICK,JR","Broccoli and chicken, baby food, strained",76604000,Vegetables
03301,"Babyfood, beverage, GERBER GRADUATE FRUIT SPLASHERS","Fruit juice and water drink, with high vitamin C and added calcium, baby food",67260000,Fruits
03302,"BABYFOOD,SNACK,GERBER GRADUATE YOGURT MELTS","Yogurt and fruit snack, baby food",67430500,Fruits
03303,"BABYFOOD,DINNER,SWT POTATOES&CHICK,STR","Sweet potatoes and chicken, baby food, strained",76604500,Vegetables
03860,"CHILD FORMULA,ABBOTT NUTR,PEDIASURE,RTF (FORMERLY ROSS)","Infant formula, NS as to form (PediaSure)",11710800,Milk and Milk Products
03860,"CHILD FORMULA,ABBOTT NUTR,PEDIASURE,RTF (FORMERLY ROSS)","Infant formula, ready-to-feed (PediaSure)",11710801,Milk and Milk Products
03870,"CHI FORMU,ABBT NUTR,PEDIASU,RTF,W/ IRON & FIB (FORMER ROSS)","Infant formula, with fiber, NS as to form (PediaSure Fiber)",11710805,Milk and Milk Products
03870,"CHI FORMU,ABBT NUTR,PEDIASU,RTF,W/ IRON & FIB (FORMER ROSS)","Infant formula, with fiber, ready-to-feed (PediaSure Fiber)",11710806,Milk and Milk Products
03934,"BABYFOOD,CORN & SWT POTATOES,STR","Corn and sweet potatoes, baby food, strained",76205060,Vegetables
03935,"INF FORM, ABBO NUTR, SIMIL, ALIMENT, ADVAN, RTF,W/ ARA & DHA","Infant formula, NS as to form (Similac Expert Care Alimentum)",11710050,Milk and Milk Products
03935,"INF FORM, ABBO NUTR, SIMIL, ALIMENT, ADVAN, RTF,W/ ARA & DHA","Infant formula, ready-to-feed (Similac Expert Care Alimentum)",11710051,Milk and Milk Products
03935,"INF FORM, ABBO NUTR, SIMIL, ALIMENT, ADVAN, RTF,W/ ARA & DHA","Infant formula, powder, made with water, NFS (Similac Expert Care Alimentum)",11710053,Milk and Milk Products
03935,"INF FORM, ABBO NUTR, SIMIL, ALIMENT, ADVAN, RTF,W/ ARA & DHA","Infant formula, powder, made with tap water (Similac Expert Care Alimentum)",11710054,Milk and Milk Products
03935,"INF FORM, ABBO NUTR, SIMIL, ALIMENT, ADVAN, RTF,W/ ARA & DHA","Infant formula, powder, made with plain bottled water (Similac Expert Care Alimentum)",11710055,Milk and Milk Products
03935,"INF FORM, ABBO NUTR, SIMIL, ALIMENT, ADVAN, RTF,W/ ARA & DHA","Infant formula, powder, made with baby water (Similac Expert Care Alimentum)",11710056,Milk and Milk Products
03955,"INF FORMULA,MEAD JOHNSON,ENFAMIL,ENFACARE LIPIL,RTF, ARA&DHA","Infant formula, NS as to form (Enfamil EnfaCare)",11710665,Milk and Milk Products
03955,"INF FORMULA,MEAD JOHNSON,ENFAMIL,ENFACARE LIPIL,RTF, ARA&DHA","Infant formula, ready-to-feed (Enfamil EnfaCare)",11710666,Milk and Milk Products
03955,"INF FORMULA,MEAD JOHNSON,ENFAMIL,ENFACARE LIPIL,RTF, ARA&DHA","Infant formula, powder, made with water, NFS (Enfamil EnfaCare)",11710667,Milk and Milk Products
03955,"INF FORMULA,MEAD JOHNSON,ENFAMIL,ENFACARE LIPIL,RTF, ARA&DHA","Infant formula, powder, made with tap water (Enfamil EnfaCare)",11710674,Milk and Milk Products
03955,"INF FORMULA,MEAD JOHNSON,ENFAMIL,ENFACARE LIPIL,RTF, ARA&DHA","Infant formula, powder, made with plain bottled water (Enfamil EnfaCare)",11710675,Milk and Milk Products
03955,"INF FORMULA,MEAD JOHNSON,ENFAMIL,ENFACARE LIPIL,RTF, ARA&DHA","Infant formula, powder, made with baby water (Enfamil EnfaCare)",11710676,Milk and Milk Products
03956,"BABYFOOD,YOGURT,WHL MILK,W/ FRUIT,MULTIGRAIN CRL & ADDED DHA","Yogurt, whole milk, baby food, with fruit and multigrain cereal puree, NFS",11480020,Milk and Milk Products
03956,"BABYFOOD,YOGURT,WHL MILK,W/ FRUIT,MULTIGRAIN CRL & ADDED DHA","Yogurt, whole milk, baby food, with fruit and multigrain cereal puree, plus DHA",11480040,Milk and Milk Products
03959,"BABYFOOD,MSHD CHEDDAR POTATOES&BROCCOLI,TODDLER","Potatoes with cheese and broccoli, baby food, toddler",76607100,Vegetables
03964,"BABY FD,FORT CRL BAR,FRUIT FILLING","Cereal bar with fruit filling, baby food",53801000,Grain Products
03965,"BABYFOOD,YOGURT,WHL MILK,W/ FRUIT,MULTIGRAIN CRL & IRON","Yogurt, whole milk, baby food, with fruit and multigrain cereal puree, plus iron",11480030,Milk and Milk Products
03984,"INF FORMULA,MEAD JOHNSON,ENFAMIL,PREMATURE,20 CAL RTF","Infant formula, ready-to-feed, with iron (Enfamil Premature 20 Cal)",11740521,Milk and Milk Products
03986,"INF FORMULA,MEAD JOHNSON,ENFAMIL,PREMIUM,NEWBORN,RTF","Infant formula, NS as to form (Enfamil Newborn)",11710620,Milk and Milk Products
03986,"INF FORMULA,MEAD JOHNSON,ENFAMIL,PREMIUM,NEWBORN,RTF","Infant formula, ready-to-feed (Enfamil Newborn)",11710621,Milk and Milk Products
03986,"INF FORMULA,MEAD JOHNSON,ENFAMIL,PREMIUM,NEWBORN,RTF","Infant formula, powder, made with water, NFS (Enfamil Newborn)",11710626,Milk and Milk Products
03986,"INF FORMULA,MEAD JOHNSON,ENFAMIL,PREMIUM,NEWBORN,RTF","Infant formula, powder, made with tap water (Enfamil Newborn)",11710627,Milk and Milk Products
03986,"INF FORMULA,MEAD JOHNSON,ENFAMIL,PREMIUM,NEWBORN,RTF","Infant formula, powder, made with plain bottled water (Enfamil Newborn)",11710628,Milk and Milk Products
03986,"INF FORMULA,MEAD JOHNSON,ENFAMIL,PREMIUM,NEWBORN,RTF","Infant formula, powder, made with baby water (Enfamil Newborn)",11710629,Milk and Milk Products
03987,"INF FORMULA, GERBER, GOOD START 2 SOY,W/ IRON,RTF","Infant formula, NS as to form (Gerber Graduates Soy)",11720620,Milk and Milk Products
03992,"INF FORMU, ABBO NUTR, SIMIL, EXPERT CARE, DIARRH RT","Infant formula, NS as to form (Similac Expert Care for Diarrhea)",11720430,Milk and Milk Products
03992,"INF FORMU, ABBO NUTR, SIMIL, EXPERT CARE, DIARRH RT","Infant formula, ready-to-feed (Similac Expert Care for Diarrhea)",11720431,Milk and Milk Products
03994,"BABYFD,FRU,BAN AND STRAW, JU","Bananas and strawberry, baby food, junior",67309030,Fruits
03995,"BABYFOO,BAN WI MIX BERR,ST","Banana with mixed berries, baby food, strained",67106050,Fruits
03996,"BABYFOOD,MULTIGRAIN WHL GRAIN CRL,DRY","Multigrain, whole grain cereal, baby food, dry, instant",57806050,Grain Products
03997,"BABYFOOD,BABY MUM MUM RICE BISCUITS","Cookie, rice, baby",53803300,Grain Products
03998,"BABYFD,SNK,GE,GRAD,LIL CRUNCH,BKD,WHLGRN,CORN SNK","Crunchy snacks, corn based, baby food",54360000,Grain Products
04002,LARD,Lard,81202000,"Fats, Oils, and Salad Dressings"
04002,LARD,"Shortening, animal",81203200,"Fats, Oils, and Salad Dressings"
04013,"SALAD DRSNG,KRAFT MAYO FAT FREE MAYO DRSNG","Mayonnaise, fat free",83300700,"Fats, Oils, and Salad Dressings"
04015,"SALAD DRSNG,RUSSIAN DRSNG",Russian dressing,83109000,"Fats, Oils, and Salad Dressings"
04016,"SALAD DRSNG,SESAME SD DRSNG,REG",Sesame dressing,83112990,"Fats, Oils, and Salad Dressings"
04017,"SALAD DRSNG,1000 ISLAND,COMM,REG",Thousand Island dressing,83114000,"Fats, Oils, and Salad Dressings"
04018,"SALAD DRSNG,MAYO TYPE,REG,W/SALT",Mayonnaise-type salad dressing,83110000,"Fats, Oils, and Salad Dressings"
04020,"SALAD DRSNG,FRENCH DRSNG,RED FAT","French or Catalina dressing, light",83202020,"Fats, Oils, and Salad Dressings"
04021,"SALAD DRSNG,ITALIAN DRSNG,COMM,RED FAT","Italian dressing, light",83205450,"Fats, Oils, and Salad Dressings"
04021,"SALAD DRSNG,ITALIAN DRSNG,COMM,RED FAT","Sesame dressing, light",83206500,"Fats, Oils, and Salad Dressings"
04022,"SALAD DRSNG,RUSSIAN DRSNG,LO CAL","Russian dressing, light",83206000,"Fats, Oils, and Salad Dressings"
04023,"SALAD DRSNG,1000 ISLAND DRSNG,RED FAT","Thousand Island dressing, light",83207000,"Fats, Oils, and Salad Dressings"
04025,"SALAD DRSNG,MAYO,REG","Mayonnaise, regular",83107000,"Fats, Oils, and Salad Dressings"
04027,"SALAD DRSNG,MAYO,IMITN,SOYBN","Mayonnaise, imitation",83108000,"Fats, Oils, and Salad Dressings"
04030,"SANDWICH SPRD,W/CHOPD PICKLE,REG,UNSPEC OILS",Sandwich spread,81302040,"Fats, Oils, and Salad Dressings"
04038,"OIL,WHEAT GERM",Wheat germ oil,82109000,"Fats, Oils, and Salad Dressings"
04042,"OIL,PNUT,SALAD OR COOKING",Peanut oil,82105000,"Fats, Oils, and Salad Dressings"
04044,"OIL,SOYBN,SALAD OR COOKING",Soybean oil,82108000,"Fats, Oils, and Salad Dressings"
04047,"OIL,COCNT",Coconut oil,82101500,"Fats, Oils, and Salad Dressings"
04053,"OIL,OLIVE,SALAD OR COOKING",Olive oil,82104000,"Fats, Oils, and Salad Dressings"
04058,"OIL,SESAME,SALAD OR COOKING",Sesame oil,82107000,"Fats, Oils, and Salad Dressings"
04114,"SALAD DRSNG,ITALIAN DRSNG,COMM,REG","Italian dressing, made with vinegar and oil",83106000,"Fats, Oils, and Salad Dressings"
04120,"SALAD DRSNG,FRENCH DRSNG,COMM,REG",French or Catalina dressing,83104000,"Fats, Oils, and Salad Dressings"
04367,"SALAD DRSNG,FRENCH DRSNG,FAT-FREE","French or Catalina dressing, fat free",83300400,"Fats, Oils, and Salad Dressings"
04502,"OIL,CTTNSD,SALAD OR COOKING",Cottonseed oil,82103000,"Fats, Oils, and Salad Dressings"
04506,"OIL,SUNFLOWER,LINOLEIC,(APPROX. 65%)",Sunflower oil,82108500,"Fats, Oils, and Salad Dressings"
04511,"OIL,SAFFLOWER,SALAD OR COOKING,HI OLEIC",Safflower oil,82106000,"Fats, Oils, and Salad Dressings"
04518,"OIL,CORN,INDUSTRIAL & RTL,ALLPURP SALAD OR COOKING",Corn oil,82102000,"Fats, Oils, and Salad Dressings"
04528,"OIL,WALNUT",Walnut oil,82108700,"Fats, Oils, and Salad Dressings"
04529,"OIL,ALMOND",Almond oil,82101300,"Fats, Oils, and Salad Dressings"
04539,"SALAD DRSNG,BLUE OR ROQUEFORT CHS DRSNG,COMM,REG",Blue or roquefort cheese dressing,83101000,"Fats, Oils, and Salad Dressings"
04582,"OIL,CANOLA",Rapeseed oil,82105500,"Fats, Oils, and Salad Dressings"
04585,"MARGARINE-LIKE,MARGARINE-BUTTER BLEND,SOYBN OIL & BUTTER","Butter-margarine blend, tub, salted",81105020,"Fats, Oils, and Salad Dressings"
04585,"MARGARINE-LIKE,MARGARINE-BUTTER BLEND,SOYBN OIL & BUTTER",Butter-vegetable oil blend,81105500,"Fats, Oils, and Salad Dressings"
04600,"MARGARINE-LIKE,VEG OIL-BUTTER SPRD,TUB,W/ SALT","Vegetable oil-butter spread, tub, salted",81104510,"Fats, Oils, and Salad Dressings"
04601,"BUTTER,LT,STK,W/SALT","Light butter, stick, salted",81101500,"Fats, Oils, and Salad Dressings"
04601,"BUTTER,LT,STK,W/SALT","Light butter, whipped, tub, salted",81101520,"Fats, Oils, and Salad Dressings"
04615,"SHORTENING,VEG,HOUSEHOLD,COMP","Shortening, NS as to vegetable or animal",81203000,"Fats, Oils, and Salad Dressings"
04615,"SHORTENING,VEG,HOUSEHOLD,COMP","Shortening, vegetable",81203100,"Fats, Oils, and Salad Dressings"
04624,"MARGARINE-LIKE,VEG OIL SPRD,FAT FREE,LIQ,W/ SALT","Margarine like spread, fat free, liquid, salted",81104110,"Fats, Oils, and Salad Dressings"
04627,"MARGARINE-LIKE SPRD W/ YOGURT,APPROX 40% FAT,TUB,W/ SALT","Margarine like spread, reduced calorie, about 40% fat, made with yogurt, tub, salted",81104011,"Fats, Oils, and Salad Dressings"
04631,"MARGARINE-LIKE,VEG OIL SPRD,FAT-FREE,TUB","Margarine like spread, fat free, tub, salted",81104100,"Fats, Oils, and Salad Dressings"
04633,"MARGARINE-LIKE,VEG OIL SPRD,20% FAT,W/ SALT","Margarine like spread, reduced calorie, about 20% fat, tub, salted",81104050,"Fats, Oils, and Salad Dressings"
04635,"SALAD DRSNG,1000 ISLAND DRSNG,FAT-FREE","Russian dressing, fat free",83300800,"Fats, Oils, and Salad Dressings"
04635,"SALAD DRSNG,1000 ISLAND DRSNG,FAT-FREE","Thousand Island dressing, fat free",83301000,"Fats, Oils, and Salad Dressings"
04636,"SALAD DRSNG,ITALIAN DRSNG,FAT-FREE","Italian dressing, fat free",83300600,"Fats, Oils, and Salad Dressings"
04639,"SALAD DRSNG,RANCH DRSNG,COMM,REG","Salad dressing, NFS, for salads",83100100,"Fats, Oils, and Salad Dressings"
04639,"SALAD DRSNG,RANCH DRSNG,COMM,REG",Creamy dressing,83112500,"Fats, Oils, and Salad Dressings"
04641,"SALAD DRSNG,MAYO,LT","Mayonnaise, light",83204000,"Fats, Oils, and Salad Dressings"
04686,"SALAD DRSNG,HONEY MUSTARD DRSNG,RED CAL","Honey mustard dressing, light",83204500,"Fats, Oils, and Salad Dressings"
04703,"SALAD DRSNG,HONEY MUSTARD,REG",Honey mustard dressing,83105500,"Fats, Oils, and Salad Dressings"
04704,"SALAD DRSNG,POPPYSEED,CREAMY",Poppy seed dressing,83112950,"Fats, Oils, and Salad Dressings"
04705,"SALAD DRSNG,CAESAR,FAT-FREE","Caesar dressing, fat free",83300200,"Fats, Oils, and Salad Dressings"
04706,"DRESSING,HONEY MUSTARD,FAT-FREE","Honey mustard dressing, fat free",83300500,"Fats, Oils, and Salad Dressings"
04708,"MAYONNAISE,RED FAT,W/ OLIVE OIL","Mayonnaise, reduced fat,  with olive oil",83204030,"Fats, Oils, and Salad Dressings"
05000,"CHICKEN,BROILER,ROTISSERIE,BBQ,BREAST MEAT ONLY","Chicken breast, NS as to cooking method, skin not eaten",24120120,"Meat, Poultry, Fish, and Mixtures"
05000,"CHICKEN,BROILER,ROTISSERIE,BBQ,BREAST MEAT ONLY","Chicken breast, rotisserie, skin not eaten",24122171,"Meat, Poultry, Fish, and Mixtures"
05007,"CHICKEN,BROILERS OR FRYERS,MEAT&SKN,CKD,FRIED,BATTER","Chicken, tail",24198340,"Meat, Poultry, Fish, and Mixtures"
05311,"CHICKEN,CANNED,NO BROTH","Chicken, canned, meat only",24198570,"Meat, Poultry, Fish, and Mixtures"
05311,"CHICKEN,CANNED,NO BROTH","Turkey, canned",24206000,"Meat, Poultry, Fish, and Mixtures"
05319,"CHICKEN,BROILER,ROTISSERIE,BBQ,DRUMSTK,MEAT ONLY","Chicken drumstick, NS as to cooking method, skin not eaten",24140220,"Meat, Poultry, Fish, and Mixtures"
05319,"CHICKEN,BROILER,ROTISSERIE,BBQ,DRUMSTK,MEAT ONLY","Chicken drumstick, baked or broiled, skin not eaten, from pre-cooked",24142311,"Meat, Poultry, Fish, and Mixtures"
05319,"CHICKEN,BROILER,ROTISSERIE,BBQ,DRUMSTK,MEAT ONLY","Chicken drumstick, rotisserie, skin not eaten",24142401,"Meat, Poultry, Fish, and Mixtures"
05324,"CHICKEN PATTY,FRZ,CKD","Chicken patty, breaded",24198671,"Meat, Poultry, Fish, and Mixtures"
05334,"CHICKEN,BROILER,ROTISSERIE,BBQ,THIGH,MEAT ONLY","Chicken thigh, NS as to cooking method, skin not eaten",24150220,"Meat, Poultry, Fish, and Mixtures"
05334,"CHICKEN,BROILER,ROTISSERIE,BBQ,THIGH,MEAT ONLY","Chicken thigh, baked or broiled, skin not eaten, from pre-cooked",24152241,"Meat, Poultry, Fish, and Mixtures"
05334,"CHICKEN,BROILER,ROTISSERIE,BBQ,THIGH,MEAT ONLY","Chicken thigh, rotisserie, skin not eaten",24152301,"Meat, Poultry, Fish, and Mixtures"
05335,"CHICK,FEET,BOILED",Chicken feet,24198500,"Meat, Poultry, Fish, and Mixtures"
05342,"CHICKEN,BROILERS OR FRYERS,BREAST,MEAT ONLY,CKD,ROTISSERIE,O","Chicken breast, baked or broiled, skin not eaten, from pre-cooked",24122141,"Meat, Poultry, Fish, and Mixtures"
05358,"CHICKEN,BROILER,ROTISSERIE,BBQ,BREAST MEAT & SKN","Chicken breast, NS as to cooking method, skin eaten",24120110,"Meat, Poultry, Fish, and Mixtures"
05358,"CHICKEN,BROILER,ROTISSERIE,BBQ,BREAST MEAT & SKN","Chicken breast, baked or broiled, skin eaten, from pre-cooked",24122140,"Meat, Poultry, Fish, and Mixtures"
05358,"CHICKEN,BROILER,ROTISSERIE,BBQ,BREAST MEAT & SKN","Chicken breast, rotisserie, skin eaten",24122170,"Meat, Poultry, Fish, and Mixtures"
05359,"CHICKEN,BROILER,ROTISSERIE,BBQ,DRUMSTK MEAT & SKN","Chicken drumstick, NS as to cooking method, skin eaten",24140210,"Meat, Poultry, Fish, and Mixtures"
05359,"CHICKEN,BROILER,ROTISSERIE,BBQ,DRUMSTK MEAT & SKN","Chicken drumstick, baked or broiled, skin eaten, from pre-cooked",24142310,"Meat, Poultry, Fish, and Mixtures"
05359,"CHICKEN,BROILER,ROTISSERIE,BBQ,DRUMSTK MEAT & SKN","Chicken drumstick, rotisserie, skin eaten",24142400,"Meat, Poultry, Fish, and Mixtures"
05361,"CHICKEN,BROILER,ROTISSERIE,BBQ,THIGH MEAT & SKN","Chicken thigh, NS as to cooking method, skin eaten",24150210,"Meat, Poultry, Fish, and Mixtures"
05361,"CHICKEN,BROILER,ROTISSERIE,BBQ,THIGH MEAT & SKN","Chicken thigh, baked or broiled, skin eaten, from pre-cooked",24152240,"Meat, Poultry, Fish, and Mixtures"
05361,"CHICKEN,BROILER,ROTISSERIE,BBQ,THIGH MEAT & SKN","Chicken thigh, rotisserie, skin eaten",24152300,"Meat, Poultry, Fish, and Mixtures"
05362,"CHICKEN,BROILER,ROTISSERIE,BBQ,WING MEAT & SKN","Chicken wing, NS as to cooking method",24160110,"Meat, Poultry, Fish, and Mixtures"
05362,"CHICKEN,BROILER,ROTISSERIE,BBQ,WING MEAT & SKN","Chicken wing, baked or broiled, from pre-cooked",24162140,"Meat, Poultry, Fish, and Mixtures"
05362,"CHICKEN,BROILER,ROTISSERIE,BBQ,WING MEAT & SKN","Chicken wing, rotisserie",24162200,"Meat, Poultry, Fish, and Mixtures"
06008,"SOUP,BF BROTH OR BOUILLON CND,RTS","Beef, broth, bouillon, or consomme",28310110,"Meat, Poultry, Fish, and Mixtures"
06008,"SOUP,BF BROTH OR BOUILLON CND,RTS","Meat broth, Puerto Rican style",28360100,"Meat, Poultry, Fish, and Mixtures"
06015,"SOUP,CHICK,CND,CHUNKY,RTS","Chicken or turkey vegetable soup, stew type",28340610,"Meat, Poultry, Fish, and Mixtures"
06015,"SOUP,CHICK,CND,CHUNKY,RTS","Chicken or turkey vegetable soup with noodles, stew type, chunky style, canned or ready-to-serve",28340640,"Meat, Poultry, Fish, and Mixtures"
06018,"SOUP,CHUNKY CHICK NOODLE,CND,RTS","Chicken or turkey noodle soup, chunky style, canned or ready-to-serve",28340510,"Meat, Poultry, Fish, and Mixtures"
06018,"SOUP,CHUNKY CHICK NOODLE,CND,RTS","Chicken or turkey soup with dumplings and potatoes, home recipe, canned, or ready-to-serve",58404510,Grain Products
06018,"SOUP,CHUNKY CHICK NOODLE,CND,RTS","Chicken or turkey soup with dumplings, home recipe, canned or ready-to-serve",58404520,Grain Products
06022,"SOUP,CHICK RICE,CND,CHUNKY,RTS","Chicken or turkey vegetable soup with rice, stew type, chunky style",28340630,"Meat, Poultry, Fish, and Mixtures"
06022,"SOUP,CHICK RICE,CND,CHUNKY,RTS","Vegetable chicken rice soup, canned, prepared with water or ready-to-serve",75651110,Vegetables
06024,"SOUP,CHICK & VEG,CND,RTS","Chicken or turkey vegetable soup, canned, prepared with water or ready-to-serve",28340600,"Meat, Poultry, Fish, and Mixtures"
06027,"SOUP,CLAM CHOWDER,MANHATTAN STYLE,CND,CHUNKY,RTS","Clam chowder, Manhattan",28350220,"Meat, Poultry, Fish, and Mixtures"
