str,Resource
"Drumstick pods, raw",http://idea.rpi.edu/heals/kb/usda#11620
Horseradish tree pods,http://idea.rpi.edu/heals/kb/usda#11620
"Drumstick pods, cooked, boiled",http://idea.rpi.edu/heals/kb/usda#11621
Horseradish tree pods,http://idea.rpi.edu/heals/kb/usda#11621
"Leeks, , freeze-dried",http://idea.rpi.edu/heals/kb/usda#11624
"Parsley, freeze-dried",http://idea.rpi.edu/heals/kb/usda#11625
"Beans, mung, mature seeds",http://idea.rpi.edu/heals/kb/usda#11626
"Peppers, jalapeno, canned",http://idea.rpi.edu/heals/kb/usda#11632
"Radishes, white icicle, raw",http://idea.rpi.edu/heals/kb/usda#11637
"Shallots, freeze-dried",http://idea.rpi.edu/heals/kb/usda#11640
"Squash, summer, all varieties",http://idea.rpi.edu/heals/kb/usda#11641
"Squash, winter, all varieties",http://idea.rpi.edu/heals/kb/usda#11643
"Sweet potato, canned, syrup pack",http://idea.rpi.edu/heals/kb/usda#11645
Sweetpotato,http://idea.rpi.edu/heals/kb/usda#11645
"Beans, pinto, mature seeds",http://idea.rpi.edu/heals/kb/usda#11653
"Carrot juice, canned",http://idea.rpi.edu/heals/kb/usda#11655
"Corn pudding, home prepared",http://idea.rpi.edu/heals/kb/usda#11656
Spinach souffle,http://idea.rpi.edu/heals/kb/usda#11658
"Sweet potato, cooked, candied",http://idea.rpi.edu/heals/kb/usda#11659
Sweetpotato,http://idea.rpi.edu/heals/kb/usda#11659
"Seaweed, agar, dried",http://idea.rpi.edu/heals/kb/usda#11663
"Seaweed, spirulina, raw",http://idea.rpi.edu/heals/kb/usda#11666
"Seaweed, spirulina, dried",http://idea.rpi.edu/heals/kb/usda#11667
"Seaweed, wakame, raw",http://idea.rpi.edu/heals/kb/usda#11669
"Potatoes, o'brien, home-prepared",http://idea.rpi.edu/heals/kb/usda#11671
Potato pancakes,http://idea.rpi.edu/heals/kb/usda#11672
"Potatoes, baked, flesh and skin",http://idea.rpi.edu/heals/kb/usda#11674
"Radish seeds, sprouted, raw",http://idea.rpi.edu/heals/kb/usda#11676
"Shallots, raw",http://idea.rpi.edu/heals/kb/usda#11677
"Carrot, dehydrated",http://idea.rpi.edu/heals/kb/usda#11683
"Tomatoes, crushed, canned",http://idea.rpi.edu/heals/kb/usda#11693
"Tomatoes, orange, raw",http://idea.rpi.edu/heals/kb/usda#11695
"Tomatoes, yellow, raw",http://idea.rpi.edu/heals/kb/usda#11696
"Arrowroot, raw",http://idea.rpi.edu/heals/kb/usda#11697
"Chrysanthemum leaves, raw",http://idea.rpi.edu/heals/kb/usda#11698
"Asparagus, canned, no salt added",http://idea.rpi.edu/heals/kb/usda#11707
"Beans, snap, yellow",http://idea.rpi.edu/heals/kb/usda#11722
"Beets, cooked, boiled. drained",http://idea.rpi.edu/heals/kb/usda#11734
"Beets, canned, no salt added",http://idea.rpi.edu/heals/kb/usda#11735
"Broccoli, leaves, raw",http://idea.rpi.edu/heals/kb/usda#11739
"Broccoli, flower clusters, raw",http://idea.rpi.edu/heals/kb/usda#11740
"Broccoli, stalks, raw",http://idea.rpi.edu/heals/kb/usda#11741
"Cabbage, common (danish, domestic",http://idea.rpi.edu/heals/kb/usda#11749
"Cabbage, common, cooked",http://idea.rpi.edu/heals/kb/usda#11751
"Carrots, canned, no salt added",http://idea.rpi.edu/heals/kb/usda#11758
"New zealand spinach, cooked, boiled",http://idea.rpi.edu/heals/kb/usda#11802
"Peas, edible-podded, cooked",http://idea.rpi.edu/heals/kb/usda#11809
Sugar snap peas,http://idea.rpi.edu/heals/kb/usda#11809
Snowpeas,http://idea.rpi.edu/heals/kb/usda#11809
"Peas and carrots, canned, no salt added",http://idea.rpi.edu/heals/kb/usda#11816
"Peppers, hot chili, red",http://idea.rpi.edu/heals/kb/usda#11819
"Peppers, sweet, red",http://idea.rpi.edu/heals/kb/usda#11821
"Potatoes, baked, skin only",http://idea.rpi.edu/heals/kb/usda#11830
"Potatoes, microwaved, cooked",http://idea.rpi.edu/heals/kb/usda#11834
"Potatoes, au gratin, home-prepared from recipe using margarine",http://idea.rpi.edu/heals/kb/usda#11843
"Potatoes, scalloped, home-prepared with margarine",http://idea.rpi.edu/heals/kb/usda#11844
"Pumpkin, canned, with salt",http://idea.rpi.edu/heals/kb/usda#11846
"Pumpkin, flowers, cooked",http://idea.rpi.edu/heals/kb/usda#11847
"Spinach, canned, no salt added",http://idea.rpi.edu/heals/kb/usda#11855
"Taro, cooked, with salt",http://idea.rpi.edu/heals/kb/usda#11878
"Taro, leaves, cooked",http://idea.rpi.edu/heals/kb/usda#11879
"Taro, shoots, cooked",http://idea.rpi.edu/heals/kb/usda#11880
"Tomato juice, canned, without salt added",http://idea.rpi.edu/heals/kb/usda#11886
"Winged bean, immature seeds, cooked",http://idea.rpi.edu/heals/kb/usda#11896
"Corn, sweet, white",http://idea.rpi.edu/heals/kb/usda#11900
"Tree fern, cooked, with salt",http://idea.rpi.edu/heals/kb/usda#11928
"Potatoes, mashed, prepared from granules",http://idea.rpi.edu/heals/kb/usda#11929
Catsup,http://idea.rpi.edu/heals/kb/usda#11935
Ketchup,http://idea.rpi.edu/heals/kb/usda#11935
"Pickles, cucumber, dill or kosher dill",http://idea.rpi.edu/heals/kb/usda#11937
"Mushroom, white, exposed to ultraviolet light",http://idea.rpi.edu/heals/kb/usda#11938
"Mushrooms, portabella, exposed to ultraviolet light",http://idea.rpi.edu/heals/kb/usda#11939
portobella,http://idea.rpi.edu/heals/kb/usda#11939
"Pickles, cucumber, sweet ",http://idea.rpi.edu/heals/kb/usda#11940
"Pickles, cucumber, sour",http://idea.rpi.edu/heals/kb/usda#11941
"Pimento, canned",http://idea.rpi.edu/heals/kb/usda#11943
"Pickle relish, hot dog",http://idea.rpi.edu/heals/kb/usda#11944
"Pickle relish, sweet",http://idea.rpi.edu/heals/kb/usda#11945
"Pickles, cucumber, dill",http://idea.rpi.edu/heals/kb/usda#11947
"Pickles, cucumber, sweet",http://idea.rpi.edu/heals/kb/usda#11948
"Catsup, low sodium",http://idea.rpi.edu/heals/kb/usda#11949
Ketchup,http://idea.rpi.edu/heals/kb/usda#11949
low sodium,http://idea.rpi.edu/heals/kb/usda#11949
"Mushrooms, enoki, raw",http://idea.rpi.edu/heals/kb/usda#11950
"Peppers, sweet, yellow",http://idea.rpi.edu/heals/kb/usda#11951
"Radicchio, raw",http://idea.rpi.edu/heals/kb/usda#11952
"Squash, zucchini, baby",http://idea.rpi.edu/heals/kb/usda#11953
"Tomatillos, raw",http://idea.rpi.edu/heals/kb/usda#11954
"Tomatoes, sun-dried",http://idea.rpi.edu/heals/kb/usda#11955
"Tomatoes, sun-dried, packed in oil",http://idea.rpi.edu/heals/kb/usda#11956
"Fennel, bulb, raw",http://idea.rpi.edu/heals/kb/usda#11957
"Pickle relish, hamburger",http://idea.rpi.edu/heals/kb/usda#11958
"Arugula, raw",http://idea.rpi.edu/heals/kb/usda#11959
"Carrots, baby, raw",http://idea.rpi.edu/heals/kb/usda#11960
"Hearts of palm, canned",http://idea.rpi.edu/heals/kb/usda#11961
"Peppers, hot chile, sun-dried",http://idea.rpi.edu/heals/kb/usda#11962
"Nopales, raw",http://idea.rpi.edu/heals/kb/usda#11963
"Nopales, cooked, without salt",http://idea.rpi.edu/heals/kb/usda#11964
"Cauliflower, green, raw",http://idea.rpi.edu/heals/kb/usda#11965
"Cauliflower, green, cooked",http://idea.rpi.edu/heals/kb/usda#11967
"Broccoli, chinese, cooked",http://idea.rpi.edu/heals/kb/usda#11969
"Cabbage, napa, cooked",http://idea.rpi.edu/heals/kb/usda#11970
"Lemon grass , raw",http://idea.rpi.edu/heals/kb/usda#11972
"Beans, fava, in pod",http://idea.rpi.edu/heals/kb/usda#11973
"Grape leaves, raw",http://idea.rpi.edu/heals/kb/usda#11974
"Grape leaves, canned",http://idea.rpi.edu/heals/kb/usda#11975
"Pepper, banana, raw",http://idea.rpi.edu/heals/kb/usda#11976
"Peppers, serrano, raw",http://idea.rpi.edu/heals/kb/usda#11977
"Peppers, ancho, dried",http://idea.rpi.edu/heals/kb/usda#11978
"Peppers, jalapeno, raw",http://idea.rpi.edu/heals/kb/usda#11979
"Peppers, chili, green",http://idea.rpi.edu/heals/kb/usda#11980
"Peppers, hungarian, raw",http://idea.rpi.edu/heals/kb/usda#11981
"Peppers, pasilla, dried",http://idea.rpi.edu/heals/kb/usda#11982
"Pickles, chowchow, with cauliflower onion mustard",http://idea.rpi.edu/heals/kb/usda#11983
"Epazote, raw",http://idea.rpi.edu/heals/kb/usda#11984
"Fireweed, leaves, raw",http://idea.rpi.edu/heals/kb/usda#11985
"Malabar spinach, cooked",http://idea.rpi.edu/heals/kb/usda#11986
"Mushrooms, oyster, raw",http://idea.rpi.edu/heals/kb/usda#11987
"Fungi, Cloud ears, dried",http://idea.rpi.edu/heals/kb/usda#11988
"Mushrooms, straw, canned",http://idea.rpi.edu/heals/kb/usda#11989
"Wasabi, root, raw",http://idea.rpi.edu/heals/kb/usda#11990
"Yautia , raw",http://idea.rpi.edu/heals/kb/usda#11991
"Mushrooms, white, microwaved",http://idea.rpi.edu/heals/kb/usda#11992
"Mushrooms, maitake, raw",http://idea.rpi.edu/heals/kb/usda#11993
"Broccoli, chinese, raw",http://idea.rpi.edu/heals/kb/usda#11994
gai-lan,http://idea.rpi.edu/heals/kb/usda#11994
kai-lan,http://idea.rpi.edu/heals/kb/usda#11994
"Fiddlehead ferns, raw",http://idea.rpi.edu/heals/kb/usda#11995
"Fiddlehead ferns, frozen, unprepared",http://idea.rpi.edu/heals/kb/usda#11996
"Seeds, breadfruit seeds, raw",http://idea.rpi.edu/heals/kb/usda#12001
"Seeds, breadfruit seeds, boiled",http://idea.rpi.edu/heals/kb/usda#12003
"Seeds, breadnut tree seeds, raw",http://idea.rpi.edu/heals/kb/usda#12004
"Seeds, breadnut tree seeds, dried",http://idea.rpi.edu/heals/kb/usda#12005
"Seeds, chia seeds, dried",http://idea.rpi.edu/heals/kb/usda#12006
"Seeds, cottonseed flour, partially defatted ",http://idea.rpi.edu/heals/kb/usda#12007
"Seeds, cottonseed flour, low fat ",http://idea.rpi.edu/heals/kb/usda#12008
"Seeds, cottonseed meal, partially defatted ",http://idea.rpi.edu/heals/kb/usda#12011
"Seeds, hemp seed, hulled",http://idea.rpi.edu/heals/kb/usda#12012
"Seeds, lotus seeds, dried",http://idea.rpi.edu/heals/kb/usda#12013
"Seeds, pumpkin and squash seed kernels, dried",http://idea.rpi.edu/heals/kb/usda#12014
pepitas,http://idea.rpi.edu/heals/kb/usda#12014
"Seeds, pumpkin and squash seed kernels, roasted",http://idea.rpi.edu/heals/kb/usda#12016
pepitas,http://idea.rpi.edu/heals/kb/usda#12016
"Seeds, safflower seed kernels, dried",http://idea.rpi.edu/heals/kb/usda#12021
"Seeds, safflower seed meal, partially defatted",http://idea.rpi.edu/heals/kb/usda#12022
"Seeds, sesame seeds, whole",http://idea.rpi.edu/heals/kb/usda#12023
"Seeds, sesame seed kernels, toasted",http://idea.rpi.edu/heals/kb/usda#12029
"Seeds, sesame flour, partially defatted",http://idea.rpi.edu/heals/kb/usda#12032
"Seeds, sesame flour, low-fat",http://idea.rpi.edu/heals/kb/usda#12033
"Seeds, sesame meal, partially defatted",http://idea.rpi.edu/heals/kb/usda#12034
"Seeds, sunflower seed kernels, dried",http://idea.rpi.edu/heals/kb/usda#12036
"Seeds, sunflower seed kernels, dry roasted",http://idea.rpi.edu/heals/kb/usda#12037
"Seeds, sunflower seed kernels, oil roasted",http://idea.rpi.edu/heals/kb/usda#12038
"Seeds, sunflower seed kernels, toasted",http://idea.rpi.edu/heals/kb/usda#12039
"Seeds, sunflower seed butter, without salt",http://idea.rpi.edu/heals/kb/usda#12040
"Seeds, sunflower seed flour, partially defatted",http://idea.rpi.edu/heals/kb/usda#12041
"Nuts, acorns, raw",http://idea.rpi.edu/heals/kb/usda#12058
"Nuts, acorns, dried",http://idea.rpi.edu/heals/kb/usda#12059
"Nuts, acorn flour, full fat",http://idea.rpi.edu/heals/kb/usda#12060
"Nuts, almonds",http://idea.rpi.edu/heals/kb/usda#12061
"Nuts, almonds, blanched",http://idea.rpi.edu/heals/kb/usda#12062
"Nuts, almonds, dry roasted",http://idea.rpi.edu/heals/kb/usda#12063
Includes USDA commodity food A255,http://idea.rpi.edu/heals/kb/usda#12063
A263,http://idea.rpi.edu/heals/kb/usda#12063
"Nuts, almonds, oil roasted",http://idea.rpi.edu/heals/kb/usda#12065
"Nuts, almond paste",http://idea.rpi.edu/heals/kb/usda#12071
"Nuts, beechnuts, dried",http://idea.rpi.edu/heals/kb/usda#12077
"Nuts, brazilnuts, dried",http://idea.rpi.edu/heals/kb/usda#12078
brazil nuts,http://idea.rpi.edu/heals/kb/usda#12078
"Nuts, butternuts, dried",http://idea.rpi.edu/heals/kb/usda#12084
"Nuts, cashew nuts, dry roasted",http://idea.rpi.edu/heals/kb/usda#12085
"Nuts, cashew nuts, oil roasted",http://idea.rpi.edu/heals/kb/usda#12086
"Nuts, cashew nuts, raw",http://idea.rpi.edu/heals/kb/usda#12087
"Nuts, cashew butter, plain",http://idea.rpi.edu/heals/kb/usda#12088
"Nuts, chestnuts, chinese",http://idea.rpi.edu/heals/kb/usda#12093
"Nuts, chestnuts, european",http://idea.rpi.edu/heals/kb/usda#12097
"Nuts, coconut meat, raw",http://idea.rpi.edu/heals/kb/usda#12104
"Nuts, coconut meat, dried ",http://idea.rpi.edu/heals/kb/usda#12108
"Nuts, coconut cream, raw ",http://idea.rpi.edu/heals/kb/usda#12115
"Nuts, coconut cream, canned",http://idea.rpi.edu/heals/kb/usda#12116
"Nuts, coconut milk, raw ",http://idea.rpi.edu/heals/kb/usda#12117
"Nuts, coconut milk, canned ",http://idea.rpi.edu/heals/kb/usda#12118
"Nuts, coconut water ",http://idea.rpi.edu/heals/kb/usda#12119
"Nuts, hazelnuts or filberts",http://idea.rpi.edu/heals/kb/usda#12120
"Nuts, hazelnuts or filberts, blanched",http://idea.rpi.edu/heals/kb/usda#12121
"Nuts, hazelnuts or filberts, dry roasted",http://idea.rpi.edu/heals/kb/usda#12122
"Nuts, ginkgo nuts, raw",http://idea.rpi.edu/heals/kb/usda#12127
"Nuts, ginkgo nuts, dried",http://idea.rpi.edu/heals/kb/usda#12128
"Nuts, ginkgo nuts, canned",http://idea.rpi.edu/heals/kb/usda#12129
"Nuts, hickorynuts, dried",http://idea.rpi.edu/heals/kb/usda#12130
"Nuts, macadamia nuts, raw",http://idea.rpi.edu/heals/kb/usda#12131
"Nuts, macadamia nuts, dry roasted",http://idea.rpi.edu/heals/kb/usda#12132
"Nuts, mixed nuts, dry roasted",http://idea.rpi.edu/heals/kb/usda#12135
"Nuts, mixed nuts, oil roasted",http://idea.rpi.edu/heals/kb/usda#12137
"Nuts, formulated, wheat-based",http://idea.rpi.edu/heals/kb/usda#12140
"Nuts, pecans",http://idea.rpi.edu/heals/kb/usda#12142
"Nuts, pecans, dry roasted",http://idea.rpi.edu/heals/kb/usda#12143
"Nuts, pecans, oil roasted",http://idea.rpi.edu/heals/kb/usda#12144
"Nuts, pilinuts, dried",http://idea.rpi.edu/heals/kb/usda#12145
"Nuts, pine nuts, dried",http://idea.rpi.edu/heals/kb/usda#12147
"Nuts, pine nuts, pinyon",http://idea.rpi.edu/heals/kb/usda#12149
pinon,http://idea.rpi.edu/heals/kb/usda#12149
"Nuts, pistachio nuts, raw",http://idea.rpi.edu/heals/kb/usda#12151
"Nuts, pistachio nuts, dry roasted",http://idea.rpi.edu/heals/kb/usda#12152
"Nuts, walnuts, black",http://idea.rpi.edu/heals/kb/usda#12154
"Nuts, walnuts, english",http://idea.rpi.edu/heals/kb/usda#12155
"Nuts, walnuts, glazed",http://idea.rpi.edu/heals/kb/usda#12156
"Nuts, walnuts, dry roasted",http://idea.rpi.edu/heals/kb/usda#12157
"Seeds, breadfruit seeds, roasted",http://idea.rpi.edu/heals/kb/usda#12158
"Seeds, cottonseed kernels, roasted ",http://idea.rpi.edu/heals/kb/usda#12160
"Seeds, pumpkin and squash seeds, whole",http://idea.rpi.edu/heals/kb/usda#12163
"Seeds, sesame butter, tahini",http://idea.rpi.edu/heals/kb/usda#12166
"Seeds, sesame butter, paste",http://idea.rpi.edu/heals/kb/usda#12169
"Seeds, sesame flour, high-fat",http://idea.rpi.edu/heals/kb/usda#12170
"Seeds, watermelon seed kernels, dried",http://idea.rpi.edu/heals/kb/usda#12174
"Nuts, chestnuts, japanese",http://idea.rpi.edu/heals/kb/usda#12175
"Nuts, coconut milk, frozen ",http://idea.rpi.edu/heals/kb/usda#12176
"Seeds, sisymbrium sp. seeds, whole",http://idea.rpi.edu/heals/kb/usda#12193
"Nuts, almond butter, plain",http://idea.rpi.edu/heals/kb/usda#12195
"Seeds, sesame seed kernels, dried ",http://idea.rpi.edu/heals/kb/usda#12201
"Seeds, lotus seeds, raw",http://idea.rpi.edu/heals/kb/usda#12205
"Nuts, almonds, honey roasted",http://idea.rpi.edu/heals/kb/usda#12206
"Seeds, flaxseed",http://idea.rpi.edu/heals/kb/usda#12220
"Seeds, sunflower seed kernels from shell, dry roasted",http://idea.rpi.edu/heals/kb/usda#12536
"Seeds, sunflower seed butter, with salt added ",http://idea.rpi.edu/heals/kb/usda#12540
"Beef, grass-fed, strip steaks",http://idea.rpi.edu/heals/kb/usda#13000
"Beef, carcass, separable lean and fat",http://idea.rpi.edu/heals/kb/usda#13001
"Beef, retail cuts, separable fat",http://idea.rpi.edu/heals/kb/usda#13019
"Beef, brisket, whole",http://idea.rpi.edu/heals/kb/usda#13023
"Beef, grass-fed, ground",http://idea.rpi.edu/heals/kb/usda#13047
Hamburger,http://idea.rpi.edu/heals/kb/usda#13047
"Beef, brisket, flat half",http://idea.rpi.edu/heals/kb/usda#13055
URMIS #1623,http://idea.rpi.edu/heals/kb/usda#13055
"Beef, flank, steak",http://idea.rpi.edu/heals/kb/usda#13065
URMIS #2399,http://idea.rpi.edu/heals/kb/usda#13065
"Beef, rib, eye",http://idea.rpi.edu/heals/kb/usda#13095
ribeye,http://idea.rpi.edu/heals/kb/usda#13095
Delmonico,http://idea.rpi.edu/heals/kb/usda#13095
"Beef, rib, shortribs",http://idea.rpi.edu/heals/kb/usda#13147
URMIS #2074,http://idea.rpi.edu/heals/kb/usda#13147
"Beef, round, full cut",http://idea.rpi.edu/heals/kb/usda#13156
"Beef, shank crosscuts, separable lean only",http://idea.rpi.edu/heals/kb/usda#13227
"Beef, short loin, porterhouse steak",http://idea.rpi.edu/heals/kb/usda#13231
Porterhouse Steak,http://idea.rpi.edu/heals/kb/usda#13231
URMIS # 2145,http://idea.rpi.edu/heals/kb/usda#13231
"Beef, short loin, t-bone steak",http://idea.rpi.edu/heals/kb/usda#13235
T-Bone Steak,http://idea.rpi.edu/heals/kb/usda#13235
URMIS # 2184,http://idea.rpi.edu/heals/kb/usda#13235
"Beef, rib eye, small end ",http://idea.rpi.edu/heals/kb/usda#13284
"Beef, chuck, under blade pot roast",http://idea.rpi.edu/heals/kb/usda#13285
URMIS #1151,http://idea.rpi.edu/heals/kb/usda#13285
Beef,http://idea.rpi.edu/heals/kb/usda#13285
Chuck,http://idea.rpi.edu/heals/kb/usda#13285
Under Blade Pot Roast,http://idea.rpi.edu/heals/kb/usda#13285
"Beef, chuck, under blade pot roast or steak",http://idea.rpi.edu/heals/kb/usda#13293
Beef,http://idea.rpi.edu/heals/kb/usda#13293
Chuck,http://idea.rpi.edu/heals/kb/usda#13293
Under Blade Pot Roast or Steak,http://idea.rpi.edu/heals/kb/usda#13293
URMIS #1151,http://idea.rpi.edu/heals/kb/usda#13293
URMIS #1158,http://idea.rpi.edu/heals/kb/usda#13293
"Beef, ground, patties",http://idea.rpi.edu/heals/kb/usda#13317
hamburger,http://idea.rpi.edu/heals/kb/usda#13317
"Beef, variety meats and by-products, brain",http://idea.rpi.edu/heals/kb/usda#13318
"Beef, variety meats and by-products, heart",http://idea.rpi.edu/heals/kb/usda#13321
"Beef, variety meats and by-products, kidneys",http://idea.rpi.edu/heals/kb/usda#13323
"Beef, variety meats and by-products, liver",http://idea.rpi.edu/heals/kb/usda#13325
"Beef, variety meats and by-products, lungs",http://idea.rpi.edu/heals/kb/usda#13328
"Beef, variety meats and by-products, mechanically separated beef",http://idea.rpi.edu/heals/kb/usda#13330
"Beef, variety meats and by-products, pancreas",http://idea.rpi.edu/heals/kb/usda#13331
"Beef, variety meats and by-products, spleen",http://idea.rpi.edu/heals/kb/usda#13333
"Beef, variety meats and by-products, suet",http://idea.rpi.edu/heals/kb/usda#13335
"Beef, variety meats and by-products, thymus",http://idea.rpi.edu/heals/kb/usda#13337
"Beef, variety meats and by-products, tongue",http://idea.rpi.edu/heals/kb/usda#13339
"Beef, variety meats and by-products, tripe",http://idea.rpi.edu/heals/kb/usda#13341
"Beef, sandwich steaks, flaked",http://idea.rpi.edu/heals/kb/usda#13342
"Beef, cured, breakfast strips",http://idea.rpi.edu/heals/kb/usda#13344
"Beef, cured, corned beef",http://idea.rpi.edu/heals/kb/usda#13346
"Beef, cured, dried",http://idea.rpi.edu/heals/kb/usda#13350
"Beef, chuck, under blade center steak",http://idea.rpi.edu/heals/kb/usda#13351
Beef,http://idea.rpi.edu/heals/kb/usda#13351
Chuck,http://idea.rpi.edu/heals/kb/usda#13351
Denver Cut (Serratus Ventralis Steaks),http://idea.rpi.edu/heals/kb/usda#13351
URMIS #1098,http://idea.rpi.edu/heals/kb/usda#13351
"Beef, cured, luncheon meat",http://idea.rpi.edu/heals/kb/usda#13353
"Beef, cured, pastrami",http://idea.rpi.edu/heals/kb/usda#13355
"Sausage, beef, cured",http://idea.rpi.edu/heals/kb/usda#13357
"Beef, chopped, cured",http://idea.rpi.edu/heals/kb/usda#13358
"Beef, composite of trimmed retail cuts, separable lean and fat",http://idea.rpi.edu/heals/kb/usda#13361
"Beef, composite of trimmed retail cuts, separable lean only",http://idea.rpi.edu/heals/kb/usda#13364
"Beef, brisket, point half",http://idea.rpi.edu/heals/kb/usda#13371
URMIS #1628,http://idea.rpi.edu/heals/kb/usda#13371
